stem,filename,relpath,severity,bin,rtdetr_l,yolo_nano,yolov8s,recall_mean,group,median_brightness_score,orange_index_score,channel_spread_score,rms_contrast_score,upper_contrast_score,mode
BD_Google_381,BD_Google_381.png,JPEGImages/BD_Google_381.png,0.1829825192689895,clear,0.5,0.75,0.75,0.6666666666666666,intermediate,66.0,-8.93486470332536,8.93486470332536,0.1509201676953903,0.1561813254552418,dark
BJ_Baidu_04,BJ_Baidu_04.png,JPEGImages/BJ_Baidu_04.png,0.3089303374290466,light,0.0625,0.0625,0.0625,0.0625,failure,80.0,5.854754857607318,5.854754857607318,0.1787161016290504,0.1826691088058103,unflagged
BJ_Baidu_1023,BJ_Baidu_1023.png,JPEGImages/BJ_Baidu_1023.png,0.3057949244976043,light,0.0833333333333333,0.0833333333333333,0.25,0.1388888888888888,failure,112.0,5.459147762109126,5.459147762109126,0.3099221400666513,0.2975556487401535,unflagged
BJ_Baidu_1035,BJ_Baidu_1035.png,JPEGImages/BJ_Baidu_1035.png,0.2752218246459961,light,0.0,0.0588235294117647,0.1764705882352941,0.0784313725490195,failure,136.0,31.683266645326498,31.683266645326498,0.2133164711455798,0.2230718111132053,unflagged
BJ_Baidu_1086,BJ_Baidu_1086.png,JPEGImages/BJ_Baidu_1086.png,0.1878252029418945,clear,0.25,0.5,0.75,0.5,intermediate,66.0,7.118579688285564,8.36201106083459,0.1800593421339811,0.1325757750926426,dark
BJ_Baidu_1099,BJ_Baidu_1099.png,JPEGImages/BJ_Baidu_1099.png,0.3445405662059784,light,0.8,0.8,0.8,0.8000000000000002,clear,106.0,1.1146114864864811,1.1146114864864811,0.1716141214814024,0.17400110386429,unflagged
BJ_Baidu_1184,BJ_Baidu_1184.png,JPEGImages/BJ_Baidu_1184.png,0.3288182616233825,light,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8518518518518517,clear,71.0,5.751416978776533,5.751416978776533,0.2197338388196702,0.2269558264290287,unflagged
BJ_Baidu_287,BJ_Baidu_287.png,JPEGImages/BJ_Baidu_287.png,0.3018084466457367,light,0.4666666666666667,0.6,0.6666666666666666,0.5777777777777778,intermediate,85.0,-0.1950556117290176,0.5379743849005649,0.3635618623378024,0.4280999497321086,unflagged
BJ_Baidu_41,BJ_Baidu_41.png,JPEGImages/BJ_Baidu_41.png,0.34331214427948,light,0.0625,0.0625,0.125,0.0833333333333333,failure,87.0,5.447155006580942,5.447155006580942,0.1968261408435203,0.1950074538538194,unflagged
BJ_Baidu_421,BJ_Baidu_421.png,JPEGImages/BJ_Baidu_421.png,0.3080267310142517,light,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,intermediate,65.0,1.2402740083507382,1.5544180584551128,0.1448598915571128,0.1793346466955406,dark
BJ_Baidu_528,BJ_Baidu_528.png,JPEGImages/BJ_Baidu_528.png,0.1923979222774505,clear,0.0,0.6666666666666666,0.6666666666666666,0.4444444444444444,intermediate,142.0,108.12278996865204,108.12278996865204,0.1917728274625909,0.1141185086034314,cast_warm
BJ_Baidu_657,BJ_Baidu_657.png,JPEGImages/BJ_Baidu_657.png,0.2456956803798675,clear,0.6,0.2,0.3428571428571428,0.3809523809523809,intermediate,56.0,17.513911314376614,17.513911314376614,0.3130782103210848,0.3528426120293179,dark
BJ_Baidu_684,BJ_Baidu_684.png,JPEGImages/BJ_Baidu_684.png,0.3121177852153778,light,0.0,0.2,0.2,0.1333333333333333,failure,106.0,5.127861579414372,5.309155739590523,0.2802113103173761,0.2632969984193289,unflagged
BJ_Baidu_748,BJ_Baidu_748.png,JPEGImages/BJ_Baidu_748.png,0.2431791275739669,clear,0.0,0.2,0.2,0.1333333333333333,failure,130.0,1.7917406885567289,1.7917406885567289,0.2366856570998755,0.21113268470922,unflagged
BJ_Baidu_917,BJ_Baidu_917.png,JPEGImages/BJ_Baidu_917.png,0.2759749889373779,light,0.1818181818181818,0.3636363636363636,0.3636363636363636,0.303030303030303,intermediate,92.0,-3.728518072289148,9.844036144578313,0.1364576853445865,0.12245417768347,unflagged
BJ_Baidu_966,BJ_Baidu_966.png,JPEGImages/BJ_Baidu_966.png,0.0797265470027923,clear,0.0,1.0,1.0,0.6666666666666666,intermediate,49.0,64.1547048611111,64.1547048611111,0.2089170197665598,0.1643657731611147,dark
BJ_Baidu_996,BJ_Baidu_996.png,JPEGImages/BJ_Baidu_996.png,0.2396203428506851,clear,0.25,0.5,0.5,0.4166666666666667,intermediate,40.0,-4.709175224761026,11.903379410824066,0.1143381905504953,0.1050286431930405,dark
BJ_Bing_131,BJ_Bing_131.png,JPEGImages/BJ_Bing_131.png,0.3440152406692505,light,0.6428571428571429,0.6428571428571429,0.5714285714285714,0.6190476190476191,intermediate,97.0,-0.8680144557823155,2.617459608843532,0.1840594579200186,0.1921879742842365,unflagged
BJ_Bing_217,BJ_Bing_217.png,JPEGImages/BJ_Bing_217.png,0.296684205532074,light,0.25,0.3125,0.375,0.3125,intermediate,90.0,6.372899659863947,12.731330782312924,0.2321242707335141,0.2134733919971215,unflagged
BJ_Bing_261,BJ_Bing_261.png,JPEGImages/BJ_Bing_261.png,0.3318800032138824,light,1.0,0.8,0.9,0.9,clear,103.0,3.377674319727888,3.377674319727888,0.218887516186315,0.2583344615985241,unflagged
BJ_Bing_337,BJ_Bing_337.png,JPEGImages/BJ_Bing_337.png,0.3393048346042633,light,0.0,0.0,1.0,0.3333333333333333,intermediate,92.0,-3.17434528349861,3.17434528349861,0.1452052244454668,0.1531367467977391,unflagged
BJ_Bing_418,BJ_Bing_418.png,JPEGImages/BJ_Bing_418.png,0.265673816204071,light,0.0,0.0,0.6666666666666666,0.2222222222222222,failure,70.0,7.294058253426201,9.128803225868694,0.118228308604079,0.1245006583147815,unflagged
BJ_Bing_507,BJ_Bing_507.png,JPEGImages/BJ_Bing_507.png,0.142097532749176,clear,0.0,0.0,0.25,0.0833333333333333,failure,89.0,61.06140503981673,61.06140503981673,0.2229747656984298,0.177433290015553,cast_warm
BJ_Bing_613,BJ_Bing_613.png,JPEGImages/BJ_Bing_613.png,0.3326205611228943,light,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,intermediate,82.0,-2.609315483305437,9.287431269423848,0.1962172958614112,0.1997894070497218,unflagged
BJ_Bing_696,BJ_Bing_696.png,JPEGImages/BJ_Bing_696.png,0.3211164474487304,light,0.0,0.0,0.0,0.0,failure,112.0,0.5100578852803608,3.8789557766628207,0.2249999506478028,0.2153454213966759,unflagged
BJ_Bing_698,BJ_Bing_698.png,JPEGImages/BJ_Bing_698.png,0.3007481396198272,light,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,intermediate,78.0,1.0396051948051903,1.5238337662337642,0.1564613410889186,0.1278241076517643,unflagged
BJ_Bing_699,BJ_Bing_699.png,JPEGImages/BJ_Bing_699.png,0.1674687266349792,clear,0.0,0.0,0.0,0.0,failure,56.0,8.026451443895866,16.88348266614571,0.2424846422216523,0.2501398562752863,dark
BJ_Bing_738,BJ_Bing_738.png,JPEGImages/BJ_Bing_738.png,0.2833601534366607,light,1.0,1.0,1.0,1.0,clear,83.0,-0.5228497507414573,1.6258093014450594,0.2168481172871334,0.1642213468991952,unflagged
BJ_Bing_760,BJ_Bing_760.png,JPEGImages/BJ_Bing_760.png,0.31234011054039,light,0.0,0.0,0.0,0.0,failure,65.0,6.1696990740740745,6.1696990740740745,0.1358824123429431,0.1298285237183275,dark
BJ_Google_166,BJ_Google_166.png,JPEGImages/BJ_Google_166.png,0.345395565032959,light,0.4,0.4,0.6,0.4666666666666666,intermediate,68.0,0.9546050670640795,2.330958768007939,0.1119306197559247,0.0740787873144865,dark
BJ_Google_261,BJ_Google_261.png,JPEGImages/BJ_Google_261.png,0.3376331329345703,light,0.0,0.0,0.0,0.0,failure,89.0,6.663690893510946,6.663690893510946,0.1088042133332956,0.0663341284443963,unflagged
BJ_Google_454,BJ_Google_454.png,JPEGImages/BJ_Google_454.png,0.201668381690979,clear,1.0,0.5,1.0,0.8333333333333334,clear,82.0,10.85584668757518,10.85584668757518,0.31424975976994,0.3307554984466531,unflagged
BJ_Google_508,BJ_Google_508.png,JPEGImages/BJ_Google_508.png,0.3253911733627319,light,0.0555555555555555,0.1666666666666666,0.1111111111111111,0.111111111111111,failure,137.0,1.3384179687499795,2.996940104166669,0.2323995115529503,0.2365746299412441,unflagged
BJ_Google_613,BJ_Google_613.png,JPEGImages/BJ_Google_613.png,0.3354640603065491,light,0.5,0.375,1.0,0.625,intermediate,86.0,12.45567635892546,15.856797776058444,0.1470837301780627,0.0959472023974426,unflagged
BL_Baidu_129,BL_Baidu_129.png,JPEGImages/BL_Baidu_129.png,0.2362386882305145,clear,0.625,0.25,0.5,0.4583333333333333,intermediate,109.0,2.3210031180875745,3.0985706544430656,0.2292482621469297,0.2192432656104261,unflagged
BL_Baidu_134,BL_Baidu_134.png,JPEGImages/BL_Baidu_134.png,0.3387695550918579,light,0.2,0.4,0.6,0.4000000000000001,intermediate,81.0,13.5703125,13.5703125,0.2304103681430944,0.2115914066025499,unflagged
BL_Baidu_176,BL_Baidu_176.png,JPEGImages/BL_Baidu_176.png,0.3354392349720001,light,0.0,0.0,0.1666666666666666,0.0555555555555555,failure,150.0,-2.854170784911446,2.854170784911446,0.2785795730802084,0.22790941588579,unflagged
BL_Bing_092,BL_Bing_092.png,JPEGImages/BL_Bing_092.png,0.3334512114524841,light,1.0,1.0,1.0,1.0,clear,92.0,41.086440159167424,41.086440159167424,0.2411562336342687,0.1404120272621679,cast_warm
BL_Bing_122,BL_Bing_122.png,JPEGImages/BL_Bing_122.png,0.3260742425918579,light,0.1666666666666666,0.1666666666666666,0.5,0.2777777777777777,failure,140.0,-2.31069041113642,5.0234370443966725,0.3594812481559007,0.271010971809849,unflagged
BL_Bing_126,BL_Bing_126.png,JPEGImages/BL_Bing_126.png,0.3055660724639892,light,0.4545454545454545,0.5454545454545454,0.4545454545454545,0.4848484848484848,intermediate,68.0,7.1718675947867325,7.1718675947867325,0.168746840974356,0.2065630490283711,dark
BL_Bing_186,BL_Bing_186.png,JPEGImages/BL_Bing_186.png,0.2579143941402435,clear,0.6,0.7,1.0,0.7666666666666666,clear,94.0,-4.967130038746518,4.967130038746518,0.2433466533494729,0.2850858245187898,unflagged
BL_Bing_591,BL_Bing_591.png,JPEGImages/BL_Bing_591.png,0.3317029476165771,light,0.5,0.75,0.75,0.6666666666666666,intermediate,123.0,15.937497466113484,16.28635620362988,0.2690771886456795,0.215048810171755,unflagged
BL_Google_047,BL_Google_047.png,JPEGImages/BL_Google_047.png,0.2767835259437561,light,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,intermediate,102.0,-1.5918878118544484,1.5918878118544484,0.3309459357476831,0.291394415493949,unflagged
BL_Google_065,BL_Google_065.png,JPEGImages/BL_Google_065.png,0.2350588887929916,clear,0.6086956521739131,0.5652173913043478,0.6086956521739131,0.5942028985507246,intermediate,120.0,5.661422180043388,5.661422180043388,0.2434079884839366,0.2559338964275932,unflagged
BL_Google_199,BL_Google_199.png,JPEGImages/BL_Google_199.png,0.2702654898166656,light,0.48,0.64,0.48,0.5333333333333333,intermediate,77.0,-11.221533742331289,11.221533742331289,0.2850065756787442,0.31434545360097,unflagged
BL_Google_440,BL_Google_440.png,JPEGImages/BL_Google_440.png,0.2979040145874023,light,0.4210526315789473,0.6842105263157895,0.5789473684210527,0.5614035087719298,intermediate,111.0,-0.72766041666668,1.49372708333334,0.267671316343805,0.2892361529636212,unflagged
CC_Baidu_148,CC_Baidu_148.png,JPEGImages/CC_Baidu_148.png,0.3273742794990539,light,0.0,0.0,0.2,0.0666666666666666,failure,74.0,-29.25184895462949,29.25184895462949,0.178116564063749,0.152495811059296,unflagged
CC_Baidu_151,CC_Baidu_151.png,JPEGImages/CC_Baidu_151.png,0.2002138048410415,clear,0.0,0.0,0.0,0.0,failure,90.0,60.97654247391952,60.97654247391952,0.1517076174382909,0.0946980364874827,cast_warm
CC_Bing_112,CC_Bing_112.png,JPEGImages/CC_Bing_112.png,0.1141494214534759,clear,0.0,0.0,0.5,0.1666666666666666,failure,74.0,100.7034058988764,100.7034058988764,0.1236139741870902,0.0915744593581049,cast_warm
CC_Bing_327,CC_Bing_327.png,JPEGImages/CC_Bing_327.png,0.3258649110794067,light,0.0,0.5,0.0,0.1666666666666666,failure,98.0,0.3672230707424546,2.101991328203596,0.2477674871042736,0.1744063624443685,unflagged
CC_Bing_357,CC_Bing_357.png,JPEGImages/CC_Bing_357.png,0.3306563198566437,light,0.0,0.3,0.2,0.1666666666666666,failure,136.0,14.115667293233074,14.115667293233074,0.2211852612842516,0.1894733184062435,unflagged
CC_Google_074,CC_Google_074.png,JPEGImages/CC_Google_074.png,0.3350279331207275,light,0.5,0.5,0.0,0.3333333333333333,intermediate,107.0,-34.27247928176796,34.27247928176796,0.1521019256047902,0.0886362326114407,unflagged
CC_Google_089,CC_Google_089.png,JPEGImages/CC_Google_089.png,0.3462562263011932,light,0.0,0.0,0.0,0.0,failure,152.0,4.319219281965559,6.981296321333318,0.2510324168016307,0.2822400301298578,unflagged
CD_Baidu_180,CD_Baidu_180.png,JPEGImages/CD_Baidu_180.png,0.3475887775421142,light,0.3636363636363636,0.5454545454545454,0.5454545454545454,0.4848484848484848,intermediate,114.0,-0.5744960890493331,1.3116200361010757,0.157273915288362,0.127560870191655,unflagged
CD_Bing_139,CD_Bing_139.png,JPEGImages/CD_Bing_139.png,0.1903728246688842,clear,0.125,0.125,0.125,0.125,failure,100.0,-31.751470985155198,31.751470985155198,0.2005172208946246,0.165734375964073,unflagged
CD_Bing_176,CD_Bing_176.png,JPEGImages/CD_Bing_176.png,0.3197567462921142,light,0.0,0.0,1.0,0.3333333333333333,intermediate,109.0,22.69229946524064,22.69229946524064,0.134163307518826,0.1347813850529692,unflagged
CD_Bing_177,CD_Bing_177.png,JPEGImages/CD_Bing_177.png,0.3021097183227539,light,0.0,0.5,0.8333333333333334,0.4444444444444445,intermediate,84.0,15.354197894736842,15.354197894736842,0.1451436586103349,0.1256399491447939,unflagged
CD_Bing_214,CD_Bing_214.png,JPEGImages/CD_Bing_214.png,0.2355748116970062,clear,0.0,0.0,0.0,0.0,failure,67.0,9.453092653267475,9.630411837579672,0.1496270116666135,0.0734273483165401,dark
CD_Bing_221,CD_Bing_221.png,JPEGImages/CD_Bing_221.png,0.2268723547458648,clear,0.0333333333333333,0.0,0.0,0.0111111111111111,failure,65.0,7.642034054697817,7.642034054697817,0.1497509644564053,0.1421338737438121,dark
CD_Bing_292,CD_Bing_292.png,JPEGImages/CD_Bing_292.png,0.3202972114086151,light,0.0333333333333333,0.1333333333333333,0.2333333333333333,0.1333333333333333,failure,125.0,-7.904290991759026,7.904290991759026,0.199967025183354,0.1699285792697791,unflagged
CD_Bing_436,CD_Bing_436.png,JPEGImages/CD_Bing_436.png,0.2127837240695953,clear,0.0,0.0,1.0,0.3333333333333333,intermediate,69.0,-13.186619047619049,13.186619047619049,0.3016675400906252,0.3078433528822107,dark
CD_Bing_501,CD_Bing_501.png,JPEGImages/CD_Bing_501.png,0.2959438264369964,light,0.6,0.5,0.5,0.5333333333333333,intermediate,84.0,2.263092917478886,2.263092917478886,0.1372476342500096,0.1397790836008845,unflagged
CD_Bing_662,CD_Bing_662.png,JPEGImages/CD_Bing_662.png,0.2009433507919311,clear,0.0,0.0,0.5,0.1666666666666666,failure,58.0,9.91421954119994,9.91421954119994,0.2074363723986999,0.2128467411166446,dark
CD_Bing_790,CD_Bing_790.png,JPEGImages/CD_Bing_790.png,0.3016315996646881,light,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,clear,118.0,-0.1015300630478321,0.8970170818596586,0.2583517685577361,0.224728482133931,unflagged
CD_Google_372,CD_Google_372.png,JPEGImages/CD_Google_372.png,0.3336122035980224,light,0.0,0.0,0.0,0.0,failure,102.0,-7.660513771186444,11.515338100282491,0.2053503271739793,0.1885847741987039,unflagged
CD_Google_631,CD_Google_631.png,JPEGImages/CD_Google_631.png,0.2407607585191726,clear,0.5483870967741935,0.064516129032258,0.1612903225806451,0.2580645161290322,failure,74.0,1.0983789519906395,1.3033445550351246,0.3461030414688871,0.3718568585348599,unflagged
CQ_Baidu_316,CQ_Baidu_316.png,JPEGImages/CQ_Baidu_316.png,0.3101922273635864,light,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.7222222222222222,clear,128.0,29.925195724691942,38.65691333651032,0.1931518357190505,0.1553938669523321,cast_warm
CQ_Baidu_327,CQ_Baidu_327.png,JPEGImages/CQ_Baidu_327.png,0.1443065553903579,clear,0.0,0.5,1.0,0.5,intermediate,69.0,6.516666666666666,8.015064520806149,0.3028166807502097,0.3315752536858189,dark
CQ_Bing_318,CQ_Bing_318.png,JPEGImages/CQ_Bing_318.png,0.3218657970428467,light,0.1666666666666666,0.8333333333333334,0.3333333333333333,0.4444444444444444,intermediate,133.0,5.102608000000004,5.102608000000004,0.2481353148621153,0.2544333606572274,unflagged
DJ_Baidu_179,DJ_Baidu_179.png,JPEGImages/DJ_Baidu_179.png,0.3142162561416626,light,0.0,0.0,0.0,0.0,failure,149.0,16.75746666666666,20.01630222222221,0.1975765161855294,0.1980028778892069,unflagged
DJ_Bing_121,DJ_Bing_121.png,JPEGImages/DJ_Bing_121.png,0.286149799823761,light,0.6,0.6,0.8,0.6666666666666666,intermediate,151.0,40.31420194309507,40.31420194309507,0.347030692489512,0.3132775919599821,cast_warm
DJ_Bing_127,DJ_Bing_127.png,JPEGImages/DJ_Bing_127.png,0.3004078567028045,light,0.5,0.5,1.0,0.6666666666666666,intermediate,84.0,-0.817138671875,1.045641276041664,0.1758449766013518,0.1561510967896469,unflagged
DJ_Bing_20,DJ_Bing_20.png,JPEGImages/DJ_Bing_20.png,0.1650956571102142,clear,1.0,1.0,1.0,1.0,clear,53.0,7.593690684431863,7.593690684431863,0.2966020969858993,0.2924831802742601,dark
DJ_Bing_259,DJ_Bing_259.png,JPEGImages/DJ_Bing_259.png,0.3153683543205261,light,0.0,0.6666666666666666,1.0,0.5555555555555555,intermediate,128.0,13.807467793880846,13.807467793880846,0.3412654872108372,0.2243859765143446,unflagged
DJ_Bing_271,DJ_Bing_271.png,JPEGImages/DJ_Bing_271.png,0.3401155769824981,light,0.5,0.625,0.875,0.6666666666666666,intermediate,121.0,-12.362097264437692,12.362097264437692,0.3086266198979213,0.2823630046543814,unflagged
DJ_Bing_321,DJ_Bing_321.png,JPEGImages/DJ_Bing_321.png,0.3220709264278412,light,0.1956521739130435,0.1304347826086956,0.3695652173913043,0.2318840579710145,failure,45.0,-1.0113201754385912,1.6685964912280653,0.1080478655449302,0.1075967211214231,dark
FogDr_Bing_019,FogDr_Bing_019.png,JPEGImages/FogDr_Bing_019.png,0.3093918561935425,light,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,intermediate,110.0,34.4001509715994,34.4001509715994,0.2613696731363492,0.2361168225054357,unflagged
FogDr_Bing_106,FogDr_Bing_106.png,JPEGImages/FogDr_Bing_106.png,0.3305099010467529,light,0.2,0.2,0.4,0.2666666666666666,failure,88.0,0.4978598629093653,0.6154760091393712,0.173335930497252,0.0947206849903706,unflagged
FogDr_Bing_237,FogDr_Bing_237.png,JPEGImages/FogDr_Bing_237.png,0.2971040904521942,light,0.3333333333333333,1.0,1.0,0.7777777777777777,clear,111.0,5.140818639798496,5.140818639798496,0.2577558452509589,0.2445774596409901,unflagged
FogDr_Bing_367,FogDr_Bing_367.png,JPEGImages/FogDr_Bing_367.png,0.2743326723575592,light,0.5,0.5,0.5,0.5,intermediate,76.0,-2.571504718609333,4.37498326942449,0.2103635812279429,0.2044022768606378,unflagged
FogDr_Bing_569,FogDr_Bing_569.png,JPEGImages/FogDr_Bing_569.png,0.3350505232810974,light,1.0,1.0,1.0,1.0,clear,94.0,18.72559475806452,21.150539314516124,0.3093675029259098,0.3022703610533998,unflagged
FogDr_Google_003,FogDr_Google_003.png,JPEGImages/FogDr_Google_003.png,0.1766959875822067,clear,0.0,0.0,0.0,0.0,failure,50.0,-8.30665011037528,8.30665011037528,0.1911167012280643,0.1701184840062381,dark
FogDr_Google_036,FogDr_Google_036.png,JPEGImages/FogDr_Google_036.png,0.3302476406097412,light,0.0,0.0,0.0,0.0,failure,80.0,-21.55409226190476,21.55409226190476,0.2583967222840916,0.264329646592376,unflagged
FogDr_Google_058,FogDr_Google_058.png,JPEGImages/FogDr_Google_058.png,0.3006637394428253,light,0.0,0.1428571428571428,0.0,0.0476190476190475,failure,75.0,5.584884643554688,7.658274332682296,0.3413311943396732,0.2653863276256747,unflagged
FogDr_Google_062,FogDr_Google_062.png,JPEGImages/FogDr_Google_062.png,0.3385044038295746,light,0.0,1.0,0.0,0.3333333333333333,intermediate,123.0,16.917330024349127,16.917330024349127,0.2153754676315141,0.1365952302625936,unflagged
FogDr_Google_072,FogDr_Google_072.png,JPEGImages/FogDr_Google_072.png,0.2905926704406738,light,0.0,0.0,0.0,0.0,failure,88.0,24.12720236023404,24.12720236023404,0.2015197458865266,0.1292929997428031,unflagged
FogDr_Google_073,FogDr_Google_073.png,JPEGImages/FogDr_Google_073.png,0.1348848491907119,clear,0.0,0.0,0.0,0.0,failure,57.0,43.98251157407407,43.98251157407407,0.2565498390665117,0.2630249276524498,dark
FogDr_Google_074,FogDr_Google_074.png,JPEGImages/FogDr_Google_074.png,0.2300378978252411,clear,0.0,0.0,0.0,0.0,failure,84.0,9.787023674637725,9.787023674637725,0.1702223629288225,0.0473415824836095,unflagged
FogDr_Google_077,FogDr_Google_077.png,JPEGImages/FogDr_Google_077.png,0.2339650243520736,clear,1.0,1.0,1.0,1.0,clear,52.0,1.1818443113772474,3.000335329341325,0.2742809594423013,0.3085929683474561,dark
FogDr_Google_080,FogDr_Google_080.png,JPEGImages/FogDr_Google_080.png,0.3119255006313324,light,0.0,0.0,0.3333333333333333,0.1111111111111111,failure,115.0,-2.2082034308491814,4.926008968609878,0.2035236000315528,0.1833850596889475,unflagged
FogDr_Google_140,FogDr_Google_140.png,JPEGImages/FogDr_Google_140.png,0.1442724615335464,clear,0.0,0.0,0.0,0.0,failure,38.0,12.064572704081629,12.064572704081629,0.1837381523468372,0.1376624250618075,dark
FogDr_Google_172,FogDr_Google_172.png,JPEGImages/FogDr_Google_172.png,0.3022763729095459,light,1.0,0.0,1.0,0.6666666666666666,intermediate,99.0,16.93981422781981,16.93981422781981,0.2229253855902868,0.2338158142879521,unflagged
FogDr_Google_187,FogDr_Google_187.png,JPEGImages/FogDr_Google_187.png,0.3261065483093261,light,0.15,0.1,0.15,0.1333333333333333,failure,93.0,2.970458666666673,6.09856533333334,0.2456318335512211,0.1996633867052332,unflagged
FogDr_Google_246,FogDr_Google_246.png,JPEGImages/FogDr_Google_246.png,0.3437877297401428,light,0.0,0.5,0.6666666666666666,0.3888888888888888,intermediate,57.0,7.388990293261443,7.388990293261443,0.3388442752943424,0.2614876751522501,dark
FogDr_Google_279,FogDr_Google_279.png,JPEGImages/FogDr_Google_279.png,0.146243542432785,clear,1.0,1.0,1.0,1.0,clear,75.0,46.07435737976783,46.07435737976783,0.1978414338727489,0.2358412815417406,cast_warm
FogDr_Google_294,FogDr_Google_294.png,JPEGImages/FogDr_Google_294.png,0.337281733751297,light,0.0,0.0,0.0,0.0,failure,155.0,33.01661481481483,34.94457407407407,0.1641092918463857,0.1427160230763259,unflagged
FogDr_Google_365,FogDr_Google_365.png,JPEGImages/FogDr_Google_365.png,0.0541875809431076,clear,0.0,0.0,0.0,0.0,failure,63.0,76.8716916079812,76.8716916079812,0.1969911284369385,0.2281955988722433,dark
FogDr_Google_429,FogDr_Google_429.png,JPEGImages/FogDr_Google_429.png,0.3254349529743194,light,0.0,0.0,0.0,0.0,failure,81.0,7.355784505208334,7.355784505208334,0.2754975755156048,0.3141202066901167,unflagged
